,spkid,full_name,pha,H,diameter,albedo,diameter_sigma,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
63020,2114712,'114712 (2003 GF9)',N,14.1,7.91,0.059,0.111,0.1211740787538698,3.127329362118177,2.74837810770358,26.99844383998849,200.2557868891534,162.3407419449254,246.1218553749157,3.506280616532774,0.1782147477757562,2459639.493944364,20220228.993944395,2020.034842756,5.53055398427379,1.75627,683.4875959,7.8402e-08,2.4977e-08,2.458e-07,9.1336e-06,1.0738e-05,2.5174e-05,2.3204e-05,2.8003e-08,2.1349999999999998e-09,0.00013368,2.42e-05,MBA,0.6521399999999999
48321,2077709,' 77709 (2001 OH41)',N,14.4,5.5489999999999995,0.144,0.38299999999999995,0.0901654385512551,2.9897296974816148,2.720159408158473,9.870502025242867,359.3606178721824,24.239937999368912,158.2867829602011,3.2592999868047565,0.1906585061127249,2458170.2890317747,20180220.7890318,1888.1927029636624,5.169589878066151,1.7256900000000002,671.5867772999999,6.0777e-08,2.3038e-08,1.8851e-07,7.104400000000001e-06,2.4891e-05,3.8131e-05,2.8766e-05,2.5116e-08,2.2038e-09,0.00014842,2.1825e-05,MBA,0.5502
73905,2150093,'150093 (4197 P-L)',N,16.7,1.911,0.1009999999999999,0.308,0.2059051702791731,2.739098461097518,2.175103926053812,2.2309990956057097,265.64555274672784,118.0341413295778,47.61734186017388,3.303092996141224,0.2174165540123665,2458781.48566562,20191024.9856656,1655.8076804930108,4.53335436137717,1.17982,459.1505494,4.8297999999999993e-08,1.3237e-08,1.3387e-07,5.728099999999999e-06,0.00013861,0.00013986,1.4718e-05,1.5962e-08,1.576e-09,6.7746e-05,1.2003e-05,MBA,0.49665
48954,2078833,' 78833 (2003 QU28)',N,16.0,1.735,0.3379999999999999,0.23600000000000002,0.1326268327488296,2.284049071856516,1.9811228776132817,4.053811386250052,358.1848474526598,34.77955802535846,267.29189370567553,2.58697526609975,0.2855261756613241,2459325.192144528,20210420.692144506,1260.830111866916,3.45196471421469,0.988364,384.64161788,5.0901e-08,9.3302e-09,1.1517000000000003e-07,5.6965e-06,5.2776e-05,5.577e-05,1.6413e-05,1.0568e-08,1.7495e-09,5.7759e-05,7.7256e-06,MBA,0.54294
58810,2103741,'103741 (2000 CA112)',N,15.7,4.377,0.0579999999999999,1.064,0.2182561810614033,2.564251979097687,2.004588134860681,11.41720531345204,200.2320390636069,262.6750578747662,8.553096178506982,3.123915823334694,0.2400286181148592,2458964.8663482885,20200425.3663483,1499.821158107621,4.10628653828233,1.05819,411.8158023,6.479e-08,1.4056e-08,1.7358e-07,5.5875e-06,2.2207e-05,2.6058e-05,1.4854e-05,1.7124e-08,1.9736e-09,6.169899999999999e-05,1.2332e-05,MBA,0.46757
781,2000787,'   787 Moskva (1914 UQ)',N,9.7,27.927,0.19,0.507,0.1304258671476895,2.539291342211622,2.2081020669630504,14.84956332231691,183.83746066354087,125.73351769398408,0.1031497508629364,2.870480617460194,0.2435764384655814,2459000.076519997,20200530.57652,1477.975465393258,4.04647629128887,1.22899,478.2860383,4.0825e-08,8.7485e-09,1.045e-07,6.3638e-06,1.4847e-05,2.8629e-05,2.4538e-05,9.8896e-09,1.2587999999999996e-09,0.00010074,7.637999999999999e-06,MBA,0.46075
32634,2046591,' 46591 (1992 WS1)',N,13.4,14.154000000000002,0.04,0.10800000000000001,0.1853537566830412,3.115018441879053,2.537638071539817,6.290185291822136,76.18798037888794,25.53193924815016,328.05012065460016,3.69239881221829,0.1792722794813884,2459178.719853275,20201125.2198533,2008.118606186264,5.49792910660168,1.55625,605.6458125,2.9426e-08,1.7675e-08,9.5644e-08,3.734e-06,3.9056e-05,4.1373000000000005e-05,1.4177e-05,2.0952e-08,1.5259e-09,7.991e-05,1.7092000000000002e-05,MBA,0.50065
60172,2106768,'106768 (2000 XG14)',N,14.9,3.4389999999999996,0.1969999999999999,0.6920000000000001,0.2066151898244794,2.626737924611177,2.084013969698479,32.6527706429864,297.865955003152,148.58843693026932,238.90802521901952,3.1694618795238734,0.2315149055208049,2459523.54180808,20211105.041808102,1554.975474214764,4.25729082605,1.1328200000000002,440.8595594,9.2114e-08,2.2811e-08,2.3809e-07,1.4811e-05,2.0439e-05,6.5628e-05,5.8382e-05,2.7524e-08,3.0157e-09,0.0002557,2.0255e-05,MBA,0.6049100000000001
80613,2178672,'178672 (2000 QS178)',N,15.0,6.297000000000001,0.0409999999999999,1.61,0.2345917891754876,3.165848957121932,2.4231667860113464,26.24705765705597,162.3720228087602,253.31897799038416,125.6156786708207,3.908531128232518,0.1749720933441642,2458282.581637877,20180613.0816379,2057.470955050484,5.633048473786401,1.5623,608.0002910000001,5.0319e-08,3.8668e-08,1.7364e-07,7.701499999999999e-06,1.1147e-05,1.9043e-05,1.6274e-05,4.7739e-08,3.2057e-09,8.6999e-05,3.7695e-05,MBA,0.56108
5182,2005597,'  5597 Warren (1991 PC13)',N,13.4,4.008,0.481,0.066,0.2089809820226829,2.445285124021356,1.934267037477915,4.5584753926381625,328.4380519777899,326.4652281218295,213.4456963971973,2.9563032105647964,0.2577566122977349,2459569.0763104046,20211220.5763104,1396.6664008765122,3.82386420500072,0.920329,358.16443693,3.7171e-08,9.1639e-09,8.9619e-08,4.3876e-06,4.8309e-05,4.9649e-05,1.3329e-05,1.1079e-08,1.4489e-09,5.288e-05,7.8512e-06,MBA,0.45863
52721,2087951,' 87951 (2000 SZ368)',N,15.6,4.459,0.067,0.064,0.1967772709233351,2.6922355312626864,2.162464770737979,11.14494160565037,316.7728934742923,21.6629310695756,195.3656577848422,3.222006291787392,0.2231179425263014,2459738.3803351764,20220607.8803352,1613.4964132593811,4.417512425077019,1.15672,450.1607224,7.7709e-08,2.8364e-08,2.0973e-07,8.0575e-06,3.0847e-05,3.4769e-05,2.374e-05,3.3946e-08,3.526e-09,0.00011499,2.5499e-05,MBA,0.5553100000000001
95408,2242028,'242028 (2002 QY68)',N,16.4,3.315,0.049,0.83,0.0740526666983605,2.758477851712458,2.554205210764786,4.894039267687512,326.1430869861244,326.7612928680892,352.0844877710107,2.96275049266013,0.215129427742088,2459037.2941862354,20200706.7941862,1673.411228665531,4.581550249597621,1.5399200000000002,599.2906664,5.1421e-08,3.2561e-08,1.4896e-07,7.1688e-06,7.5724e-05,9.1389e-05,5.2166e-05,3.4972e-08,3.8091e-09,0.00024256,2.9629e-05,MBA,0.57587
56351,2097263,' 97263 (1999 XC122)',N,15.1,3.361,0.156,0.537,0.079358432245599,2.604464879773118,2.397778630075601,9.03547164635126,322.5102654867923,88.34026706468592,315.2316617461889,2.811151129470635,0.2344910739270848,2459191.4170251307,20201207.9170251,1535.239674461734,4.20325715116149,1.42867,555.9955039,4.1606e-08,1.9103e-08,1.0963e-07,5.609099999999999e-06,2.992e-05,4.7202e-05,3.87e-05,2.0619e-08,2.5799e-09,0.00016589,1.6890999999999998e-05,MBA,0.58725
55880,2096117,' 96117 (5458 T-2)',N,15.8,1.828,0.304,0.268,0.0908120359996843,2.2837168375594894,2.076327861893951,6.127466120324456,305.0580728144681,309.8398691507541,291.56548443509547,2.4911058132250257,0.2855884852940577,2459240.126312295,20210125.6263123,1260.555024231191,3.45121156531469,1.06736,415.3844912,3.5677e-08,1.1507e-08,8.021399999999999e-08,4.5009e-06,3.0287e-05,3.7566e-05,2.2039e-05,1.2552e-08,2.1585e-09,7.7465e-05,9.5273e-06,MBA,0.55845
21172,2027897,' 27897 (1996 NF4)',N,13.9,5.459,0.311,1.423,0.1164002370217246,2.9588304871979987,2.6144219171810468,7.93209763404828,307.1761187302261,75.32551142166955,190.79161214516415,3.303239057214951,0.1936528738945489,2459874.2716329843,20221021.771633,1858.996423652526,5.08965482177283,1.63118,634.8063206,4.6251e-08,1.8393e-08,1.3359000000000002e-07,5.0415e-06,3.3014e-05,3.9399e-05,2.1016e-05,2.0533000000000006e-08,1.8057e-09,0.00011028,1.7334e-05,MBA,0.51458
9938,2011581,' 11581 Philipdejager (1994 PK9)',N,13.8,6.043,0.122,0.20800000000000002,0.0885636380716457,2.9758664654493736,2.712312904853768,10.101730149106093,159.3599604075091,159.2843141476131,19.54220814867229,3.2394200260449795,0.1919923457152197,2458898.713608069,20200219.2136081,1875.07475185487,5.133674885297389,1.7024,662.523008,4.1811e-08,2.1372e-08,1.2503e-07,5.2813e-06,2.6489e-05,3.9214e-05,3.014e-05,2.3265e-08,2.0683e-09,0.00015668,2.02e-05,MBA,0.51417
443,2000444,'   444 Gyptis (1899 EL)',N,8.1,159.331,0.051,0.49,0.1751196951259535,2.771920583336525,2.2865026958692782,10.26998208003316,195.65513156615447,154.4573116992376,311.8302932557244,3.2573384708037723,0.2135663861307867,2459226.0491026323,20210111.5491026,1685.658527646473,4.61508152675284,1.28616,500.5348872,3.4317e-08,6.882699999999999e-09,9.5853e-08,3.4032e-06,2.2403e-05,2.4925e-05,1.2694e-05,8.088e-09,7.954299999999998e-10,5.9783e-05,6.2783000000000005e-06,MBA,0.49826
46300,2073101,' 73101 (2002 GZ21)',N,15.8,2.05,0.22,0.40700000000000003,0.0670824416789262,2.3370891875102653,2.1803115383906584,3.9994868899330336,42.35844897694767,195.8975338746976,5.697011283436557,2.4938668366298717,0.2758615325802684,2458979.8482939424,20200510.3482939,1305.002537442401,3.5729022243460697,1.16854,454.7607118,3.8905e-08,9.7942e-09,9.1027e-08,4.8127e-06,6.1191e-05,7.155e-05,3.9171e-05,1.0451e-08,1.7340999999999996e-09,0.00014196,8.2035e-06,MBA,0.61622
57003,2098710,' 98710 (2000 XZ38)',N,15.2,4.055,0.098,0.142,0.0516484525713905,2.580099058006313,2.446840934179385,27.60782597079154,47.03626926349726,141.2225982,146.6611181431736,2.7133571818332416,0.2378206181481094,2458383.812013545,20180922.3120135,1513.7459603094628,4.1444105689513,1.45983,568.1220411,1.4613e-07,2.3192e-08,3.9046e-07,6.673e-06,1.4128e-05,6.4923e-05,7.0193e-05,2.4390000000000002e-08,3.2066e-09,0.0002916,2.041e-05,MBA,0.60707
12911,2015696,' 15696 (1986 QG1)',N,14.5,2.981,0.345,0.124,0.0125265993895186,2.3210243379810107,2.2919497959258,4.576556220439191,111.6039325,85.0392254156827,335.8153129341222,2.3500988800362217,0.2787305246346014,2459087.267271355,20200825.7672714,1291.570058471127,3.5361261012214302,1.29089,502.3756613,3.3882e-08,8.0741e-09,7.8674e-08,3.497e-06,4.7526000000000005e-05,0.00015065,0.00014321,8.1752e-09,1.4544e-09,0.00051379,6.7394e-06,MBA,0.52856
25617,2034591,' 34591 (2000 TB15)',N,14.1,8.16,0.035,0.345,0.1116947107345236,3.160347610624868,2.807353498435581,1.2998770156013608,40.61514425949011,159.5892083244384,8.671009349546834,3.513341722814157,0.1754291637418808,2458951.07258916,20200411.5725892,2052.110335141818,5.61837189634995,1.80476,702.3584492000001,5.7343e-08,2.3527e-08,1.8499000000000002e-07,5.515599999999999e-06,0.0002181,0.00021949,2.9236e-05,2.6155e-08,1.959e-09,0.0001664,2.2915e-05,MBA,0.57703
83500,2193725,'193725 (2001 FR114)',N,15.7,2.173,0.196,0.366,0.1006287333929823,2.738010784008749,2.462488226797622,9.961747716679842,35.682181486646535,126.6632630561153,102.86179078547607,3.0135333412198757,0.2175461202414601,2458527.672487971,20190213.172488,1654.82151371133,4.5306543838777,1.48337,577.2831029,4.4753e-08,1.9453e-08,1.2193e-07,5.5119000000000005e-06,2.4741e-05,3.4733e-05,2.4136e-05,2.1411e-08,2.3185e-09,0.00011053,1.7636e-05,MBA,0.60444
96052,2242882,'242882 (2006 HT153)',N,16.2,3.1189999999999998,0.079,0.426,0.0412353311042364,2.79309927142558,2.6779248981613444,5.913107284868772,82.0011393859384,316.16037011563685,207.8693556225421,2.908273644689815,0.2111419443816195,2459721.0136090936,20220521.5136091,1705.0141366006048,4.66807429596333,1.68963,657.5533071000001,5.1751e-08,2.9602e-08,1.4917e-07,5.8156e-06,6.139100000000001e-05,9.8698e-05,7.7518e-05,3.0822e-08,3.3566e-09,0.00036816,2.7105e-05,MBA,0.5914699999999999
55842,2095981,' 95981 (2004 LK30)',N,15.3,4.383,0.076,0.9079999999999999,0.2651541081815403,2.68916144234595,1.9761192383445247,12.192346852345052,239.15286066178268,13.05661679955554,252.7731690393653,3.402203646347375,0.2235006345218289,2459480.2607451547,20210922.7607452,1610.7336821222282,4.409948479458531,0.964085,375.19295945,4.7709e-08,2.2012e-08,1.3017e-07,5.6861000000000005e-06,2.6204e-05,2.8896e-05,1.8562e-05,2.7849e-08,2.7442e-09,8.756200000000001e-05,1.9777e-05,MBA,0.57538
26327,2035666,' 35666 (1998 RZ47)',N,14.3,7.755,0.042,0.17600000000000002,0.2034384783244493,2.77743477579034,2.212397671358146,7.35159815674668,333.04122341933135,322.3924739210685,290.21262715871416,3.342471880222535,0.2129306944521331,2459328.2468897607,20210423.7468898,1690.690958982094,4.62885957284625,1.20203,467.7940151000001,4.9528e-08,2.0863e-08,1.3686e-07,5.407e-06,3.4849e-05,3.8872e-05,2.4852e-05,2.5108e-08,2.3991999999999997e-09,0.00011929,1.905e-05,MBA,0.52605
106271,2289143,'289143 (2004 VH11)',N,14.5,10.638,0.023,0.16399999999999998,0.210443017444828,3.968271428658,3.133176415171112,3.934492136642033,74.56412206947502,7.617135556714486,324.71003537382586,4.803366442144887,0.1246815000675499,2459283.5409050826,20210310.040905103,2887.3569840349955,7.90515259147158,2.14917,836.3924889,5.4001e-08,8.646100000000002e-08,2.5282e-07,5.9297e-06,0.00010541,0.00010782,2.7174e-05,1.0466e-07,4.0749000000000005e-09,0.00022552,9.4365e-05,OMB,0.54202
82739,2191004,'191004 (2001 YQ87)',N,16.4,3.637,0.048,0.5,0.1887019673811916,2.4330927667355398,1.973963374831596,11.57312473479516,289.44640649135886,108.72671835358908,354.72603996457667,2.892222158639482,0.2596964855822657,2459020.8081686823,20200620.308168694,1386.233622657017,3.7953008149405,1.01741,395.9454497,1.1044e-07,2.2861e-08,2.6176e-07,7.773500000000001e-06,4.3771000000000005e-05,6.8556e-05,3.3975e-05,2.7175e-08,3.6601e-09,0.00013075,1.9537e-05,MBA,0.59488
9155,2010573,' 10573 Piani (1994 WU1)',N,14.7,4.695,0.127,0.23800000000000002,0.158675309812868,2.447371383070336,2.059033970634503,14.864349228406253,172.63804146328616,124.1774133783288,5.665183810394094,2.835708795506168,0.2574270960348177,2458978.4930555187,20200508.9930555,1398.454185845724,3.8287588934859,1.08202,421.0897234,4.0104e-08,8.876e-09,1.0025e-07,4.298399999999999e-06,1.6004e-05,2.0178e-05,1.3027e-05,1.0284e-08,1.4004e-09,5.0565e-05,7.607799999999999e-06,MBA,0.5524899999999999
61072,2109428,'109428 (2001 QO195)',N,13.8,10.347999999999999,0.051,0.065,0.1688248682102842,3.139488807748032,2.609465023532308,24.92062782747161,319.5224183289178,278.7428864867089,239.8215285405901,3.669512591963756,0.177180394851024,2459678.783122467,20220409.283122502,2031.8275072289653,5.56284053998348,1.7300400000000002,673.2796668,4.2363e-08,3.363e-08,1.2673e-07,6.243200000000001e-06,1.0889e-05,2.1505e-05,1.9908e-05,3.9307e-08,2.8469e-09,0.00011624,3.2647e-05,MBA,0.50344
59424,2105083,'105083 (2000 KF75)',N,15.9,3.03,0.07,0.33899999999999997,0.168857287138862,2.70856263147317,2.251202093476913,8.511037991518938,112.05570673817728,142.03614332359768,163.3851942684958,3.1659231694694268,0.2211035676297486,2458261.546775409,20180523.0467754,1628.196251463667,4.45775838867534,1.24318,483.80836060000007,4.1168e-08,1.8156e-08,1.0884e-07,4.554700000000001e-06,3.1793e-05,3.58e-05,1.9731e-05,2.1222e-08,2.2232e-09,8.5369e-05,1.6371e-05,MBA,0.60519
14381,2017634,' 17634 (1996 NM3)',N,15.0,2.794,0.188,0.5489999999999999,0.1482537652807951,2.439436299096265,2.077780682592596,2.6869629678767013,167.71272218671342,76.56452487667133,149.5221676374585,2.801091915599935,0.2586841687476705,2458422.4894925877,20181030.989492603,1391.658413975679,3.81015308412232,1.06667,415.1159639,3.1826e-08,9.0569e-09,7.6225e-08,5.3123e-06,7.528399999999999e-05,7.7678e-05,1.9553e-05,1.04e-08,1.4406e-09,7.4455e-05,7.750199999999999e-06,MBA,0.52236
6692,2007439,'  7439 Tetsufuse (1994 XG1)',N,13.4,5.737,0.257,0.249,0.066581602920189,2.617965196670608,2.4436568774870104,4.489794196318778,67.89487789671553,65.20117209062597,331.738963282202,2.792273515854205,0.2326795797901489,2459121.9590328177,20200929.4590328,1547.1920669818978,4.23598101843093,1.46222,569.0521574,3.0302e-08,1.0024e-08,8.0418e-08,3.7814e-06,4.5045e-05,5.4426e-05,3.0609e-05,1.0691e-08,1.3363e-09,0.00013169,8.8857e-06,MBA,0.44613
33391,2048062,' 48062 (2001 EK8)',N,15.1,2.342,0.163,0.366,0.2740832534663324,2.652120278649204,1.925218524092994,5.664549336696465,141.4458968025922,144.57996841498408,75.2259092223371,3.379022033205414,0.2281992693300478,2458670.849911973,20190706.349912,1577.56859194552,4.31914741121292,0.912237,355.01527329,3.7163e-08,1.3787e-08,9.982000000000003e-08,6.0585000000000005e-06,4.2924e-05,4.435e-05,9.712e-06,1.7565e-08,1.7794e-09,4.2502e-05,1.2301e-05,MBA,0.53514
109910,2323684,'323684 (2005 FU7)',N,16.8,2.9389999999999996,0.047,0.177,0.266598722280249,2.319350939735454,1.7010149426824868,25.95766128823516,23.03220811213146,64.18792700539198,176.40918014293467,2.9376869367884213,0.2790322327227941,2458368.282071549,20180906.7820715,1290.173527578241,3.53230260801709,0.828498,322.42656666,6.1193e-08,2.0605e-08,1.3896e-07,1.3222e-05,1.0441e-05,3.1285e-05,2.4741e-05,2.6099e-08,3.7184999999999995e-09,8.656899999999999e-05,1.7193e-05,MBA,0.63397
65933,2123141,'123141 (2000 TK18)',N,16.3,3.12,0.066,0.191,0.2009918807397548,2.646118208704589,2.114269933277342,0.8793302331752374,273.783284644646,133.96293397444592,189.1742114801924,3.177966484131835,0.2289761305263217,2459746.5419045733,20220616.0419046,1572.216279367235,4.30449357800749,1.12435,437.5632895,5.0391e-08,1.6085e-08,1.374e-07,4.1849e-06,0.00043682,0.00043706,1.4243e-05,1.9318e-08,2.0878e-09,6.509e-05,1.4336e-05,MBA,0.57294
83548,2194059,'194059 (2001 SY123)',N,17.4,2.12,0.062,0.525,0.1421541930288874,2.258296496103777,1.9372701800801808,3.459785912313891,293.2708111257577,13.664513263391358,216.7347007725136,2.579322812127374,0.2904240870730269,2459493.79689101,20211006.296891,1239.566606296943,3.3937484087527503,0.922518,359.01633006,4.6649e-08,1.2162e-08,1.0456e-07,5.043e-06,9.2664e-05,9.4904e-05,2.0596e-05,1.3891e-08,2.3462e-09,7.229199999999999e-05,1.0014e-05,MBA,0.56235
4692,2005030,'  5030 Gyldenkerne (1988 VK4)',N,13.7,7.504,0.3,0.059000000000000004,0.0912396882006516,2.262629507171749,2.056187896423805,8.879034455329823,25.84892248831704,208.53441728530083,278.5043944744009,2.469071117919694,0.289590228870034,2459281.916972677,20210308.4169727,1243.135866167519,3.4035205096988896,1.05048,408.81530160000005,3.5183e-08,7.8014e-09,8.0265e-08,4.417200000000001e-06,2.2655e-05,3.24e-05,2.4135e-05,8.5132e-09,1.4977e-09,8.358399999999999e-05,6.429400000000001e-06,MBA,0.39259
33299,2047886,' 47886 (2000 FT42)',N,13.9,4.484,0.265,0.452,0.0270252118287844,2.976766620831327,2.896318872338505,2.6890143602247405,86.38290257018173,101.1224371015403,326.8031189358802,3.057214369324148,0.1919052663941803,2459173.485774116,20201119.985774104,1875.925589559106,5.13600435197565,1.89743,738.4228331,3.8651e-08,1.9912e-08,1.1505e-07,4.0242e-06,9.335e-05,0.00012152,7.8977e-05,2.045e-08,1.9255e-09,0.00041186,1.8822e-05,MBA,0.49915
30863,2043417,' 43417 (2000 WE169)',N,15.3,2.431,0.299,0.503,0.1784898871230191,2.324294352336493,1.909431315747281,6.042222646188527,246.5607121157432,146.8979761433144,238.19622043607868,2.7391573889257037,0.2781425189694841,2459438.418589417,20210811.9185894,1294.300495062018,3.54360162919101,0.919495,357.83986915,5.235e-08,9.6789e-09,1.2523e-07,3.7016e-06,6.0652e-05,6.286100000000001e-05,1.8279e-05,1.1406e-08,1.7374e-09,6.7437e-05,8.0846e-06,MBA,0.59925
31353,2044346,' 44346 (1998 RC74)',N,13.8,8.432,0.099,0.16699999999999998,0.093172182173775,2.7299507504833005,2.475595281833837,6.429416493558644,234.19810541,123.648036787163,302.7776360156865,2.984306219132765,0.2185102709385146,2459262.3749395097,20210216.874939498,1647.5198097269229,4.5106634078765895,1.47935,575.7186395,3.5436e-08,1.4084e-08,9.7572e-08,4.371600000000001e-06,3.2503000000000004e-05,3.979e-05,2.4795e-05,1.5396e-08,1.6909e-09,0.0001144,1.2749e-05,MBA,0.52718
93631,2237705,'237705 (2001 UF97)',N,15.6,5.5120000000000005,0.04,0.5589999999999999,0.1497522376217671,3.118895453690745,2.651833880592199,6.239860162695424,42.723284382668645,319.3920325002558,158.575167581314,3.5859570267892904,0.178938110840196,2458114.2988054263,20171226.7988054,2011.868786976882,5.50819654203116,1.6535400000000002,643.5081617999999,1.0183e-07,4.2771e-08,3.3519e-07,9.2023e-06,7.5932e-05,7.8596e-05,2.3318000000000003e-05,4.9176e-08,3.6807999999999995e-09,0.00012376,4.1385e-05,MBA,0.64762
78938,2170858,'170858 (2004 FE121)',N,14.9,5.392,0.073,0.385,0.1045089122182894,3.1436704340628685,2.8151288566261603,18.4307045126006,47.76176354991157,44.7387945994593,58.16052101375984,3.472212011499576,0.1768269915059235,2458671.587991045,20190707.087991,2035.88828229281,5.573958336188389,1.85818,723.1479106,5.5375e-08,3.2849e-08,1.735e-07,7.836900000000001e-06,1.8427e-05,4.9359e-05,4.1544e-05,3.6282e-08,2.7715e-09,0.00023497,3.191e-05,MBA,0.60678
79157,2171862,'171862 (2001 PG49)',N,15.0,6.685,0.039,1.225,0.2124215586217367,3.17076387805206,2.497225273054739,24.38697596791912,221.60948930858,190.0352174264783,55.32929419306565,3.84430248304938,0.1745654213111662,2458683.5455093714,20190719.0455094,2062.264091571109,5.64617136638223,1.50981,587.5727577,6.6402e-08,3.8468e-08,2.0202e-07,7.3182e-06,1.4062e-05,1.9098e-05,1.3655e-05,4.664e-08,3.1768e-09,7.6356e-05,3.7529e-05,MBA,0.50075
108047,2303815,'303815 (2005 SE81)',N,16.7,2.947,0.039,0.8540000000000001,0.1896156179292381,3.109434055945859,2.519836796017468,3.2889382010880963,20.90899254480756,279.7443448378849,287.151544536481,3.69903131587425,0.179755442141849,2459405.764255677,20210710.264255702,2002.721006443388,5.48315128389702,1.50701,586.4830817000001,6.6689e-08,4.7702e-08,2.2475000000000002e-07,1.3477e-05,0.00014689,0.00016639,6.3488e-05,5.6747e-08,4.1364e-09,0.0003556999999999,4.6086000000000006e-05,MBA,0.52382
119420,2423785,'423785 (2006 FG3)',N,17.1,2.009,0.0579999999999999,0.5,0.2139382876749764,2.7898203231880294,2.192970940324334,12.797175652836778,188.6459136021391,286.817780744703,70.65360456364765,3.386669706051727,0.211514294647654,2458666.4629805097,20190701.962980498,1702.0126256700391,4.65985660689949,1.24792,485.65302639999993,8.4371e-08,5.2643000000000004e-08,2.6746e-07,8.2725e-06,2.6125e-05,4.5874e-05,2.5372e-05,6.3905e-08,5.9868e-09,0.00012078,4.8174e-05,MBA,0.64678
5950,2006556,'  6556 Arcimboldo (1989 YS6)',N,13.5,5.0,0.308,0.065,0.1334645072774401,2.199587760666713,1.9060208639758416,4.987206218704958,103.401409130112,286.53680545727786,161.3812853161665,2.493154657357584,0.3021288045123128,2458466.352699557,20181213.8526996,1191.544780316796,3.26227181469349,0.918617,357.49817789,3.5467e-08,5.8626e-09,7.926e-08,3.1505e-06,4.1957e-05,4.3383e-05,1.0877e-05,6.6451000000000006e-09,1.2079e-09,3.5882e-05,4.7638e-06,MBA,0.47026
70601,2136915,'136915 (1998 HM109)',N,14.4,8.742,0.053,0.314,0.1490792740290917,3.0732629836810204,2.615103169173373,22.99954458569657,56.05113798041933,95.90518103816405,81.84406812229494,3.531422798188667,0.1829382356838225,2458553.1136577385,20190310.613657694,1967.877292870576,5.387754395265089,1.74,677.1558,5.375e-08,2.4779e-08,1.6585000000000005e-07,7.3111e-06,1.4705e-05,2.9321e-05,2.3457e-05,2.8473000000000003e-08,2.2125e-09,0.0001274999999999,2.3799e-05,MBA,0.57631
69839,2134691,'134691 (1999 XR61)',N,15.8,1.492,0.416,0.195,0.1818197788907616,2.437139139327965,1.994019039889333,2.098653494826421,182.97947178912185,145.93804422327048,220.5319581744276,2.8802592387665964,0.2590499945189275,2459538.88272448,20211120.3827245,1389.693138841956,3.8047724540505294,0.983305,382.67280685,3.5788e-08,1.3405e-08,8.585300000000002e-08,4.8978e-06,0.00013246,0.00013349,1.874e-05,1.5842e-08,2.1373e-09,7.4847e-05,1.1465999999999998e-05,MBA,0.5746100000000001
108511,2308473,'308473 (2005 TB28)',N,15.8,3.216,0.09,0.682,0.119682012023153,3.0681923398572986,2.700984907349151,27.284268813645053,201.1198070925317,148.7937211539234,292.6235562459802,3.435399772365446,0.1833919219338332,2459367.8904665126,20210602.3904665,1963.00903662423,5.374425836069079,1.72285,670.4815345,8.9137e-08,6.0266e-08,2.5649e-07,1.0588e-05,1.5365999999999998e-05,7.2699e-05,8.347e-05,6.747899999999999e-08,5.4033e-09,0.00046322,5.7837e-05,MBA,0.4817899999999999
1790,2001833,'  1833 Shmakova (1969 PN)',N,11.8,16.706,0.102,0.14300000000000002,0.1151224373378904,2.635031686118744,2.331680415950183,10.00526893671682,158.07156851738492,153.5841519099365,330.6115489555569,2.938382956287305,0.2304227264058169,2459128.04146044,20201005.5414604,1562.3458918977178,4.27746992990477,1.32264,514.7318088000001,4.2023e-08,9.3754e-09,1.1191000000000001e-07,5.0803e-06,2.0313e-05,2.7493000000000003e-05,1.884e-05,1.0455000000000002e-08,1.2297999999999996e-09,8.193399999999999e-05,8.338200000000001e-06,MBA,0.46638
104433,2276180,'276180 (2002 PV119)',N,15.2,5.407,0.066,1.193,0.1712696253358403,3.187106657731207,2.641252094556221,17.878135550546943,319.6765296178614,17.2313548436416,42.44333020293507,3.732961220906193,0.1732244446099144,2458755.480711305,20190928.9807113,2078.228628821336,5.68987988725896,1.63565,636.5459105,8.7806e-08,2.8517e-08,2.8247e-07,9.5976e-06,1.7184e-05,2.359e-05,1.4994e-05,3.3401e-08,2.3249e-09,8.623700000000001e-05,2.7893e-05,MBA,0.51845
55050,2093863,' 93863 (2000 WL113)',N,14.5,6.8260000000000005,0.072,0.044000000000000004,0.0318755866102122,3.121094126629938,3.02160742047792,12.144748086775891,270.2997829489915,182.9783844605604,177.49882356853809,3.220580832781955,0.1787490631520514,2458007.4943839787,20170910.994384,2013.996569558348,5.51402209324668,2.0383,793.245211,5.2789000000000004e-08,3.2797e-08,1.6357e-07,6.033e-06,2.4896e-05,8.9515e-05,8.7335e-05,3.3842e-08,2.8175e-09,0.00048463,3.1745e-05,MBA,0.53565
