,spkid,full_name,pha,H,diameter,albedo,diameter_sigma,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
98956,2248096,'248096 (2004 RJ73)',N,15.1,3.887,0.107,0.695,0.0823660561185885,3.160388115477844,2.9000794106018764,9.851556650317487,173.844769393222,231.7804905894048,254.0223680237118,3.420696820353812,0.1754257911926284,2459604.616596857,20220125.1165969,2052.149786827512,5.618479909178681,1.92032,747.3309343999999,5.9008e-08,3.8577e-08,1.96e-07,6.764e-06,2.9631e-05,4.764399999999999e-05,4.1064e-05,4.1754e-08,3.2119999999999997e-09,0.00024046,3.7574e-05,MBA,0.58502
28974,2040083,' 40083 (1998 MS18)',N,14.6,3.1660000000000004,0.336,0.502,0.06562310574542,2.6693537462228645,2.494182463062547,9.70399580461976,162.6957211624699,100.46828125603191,9.919740928464336,2.844525029383179,0.2259929428910017,2458956.605970384,20200417.1059704,1592.970096299118,4.36131443203044,1.50129,584.2570293,3.1156000000000004e-08,1.3785e-08,8.4116e-08,4.4435e-06,2.1711e-05,4.2296e-05,3.7134e-05,1.469e-08,1.7506e-09,0.00016423,1.234e-05,MBA,0.53868
103643,2271277,'271277 (2003 UY210)',N,15.6,4.6930000000000005,0.0559999999999999,0.035,0.1958845659553054,3.133542319219538,2.5197297421166382,10.3209236405912,35.639495065168155,84.15933046166116,303.6724882909699,3.747354896322439,0.1776849839574956,2459317.5077203736,20210413.0077204,2026.057531603888,5.54704320767663,1.56144,607.6656048,6.1413e-08,3.6597e-08,1.8975000000000001e-07,9.2622e-06,4.105e-05,5.2586e-05,3.0125e-05,4.3766e-08,3.1128e-09,0.00017199,3.5494e-05,MBA,0.5586
101687,2256358,'256358 (2006 XR57)',N,16.0,2.395,0.134,0.054000000000000006,0.2312218740508547,2.672356622144799,2.054449315840266,15.1984010567377,251.09578436,98.68574124216354,91.64006280186643,3.290263928449331,0.2256121340096985,2458594.315894681,20190420.8158947,1595.658857535227,4.36867585909713,1.11398,433.5275966,5.468e-08,1.8663e-08,1.4339000000000004e-07,8.5711e-06,2.3073e-05,3.1899e-05,1.9337e-05,2.2978e-08,2.3634000000000003e-09,8.411700000000001e-05,1.6715e-05,MBA,0.51871
16642,2020812,' 20812 Shannonbabb (2000 SL269)',N,14.6,7.65,0.03,0.067,0.0968007837310883,2.692939124129853,2.4322605063739733,6.6390018891800535,126.77528973764272,35.60673841524537,38.40321542954828,2.9536177418857337,0.223030506124321,2458828.311826745,20191210.8118267,1614.128964937782,4.41924425718763,1.44453,562.1677401000001,3.9337e-08,1.5568e-08,1.0732000000000001e-07,4.6201e-06,3.7784e-05,4.5646e-05,2.7217e-05,1.7075e-08,1.9341e-09,0.00012126,1.3997e-05,MBA,0.52082
83825,2195640,'195640 (2002 NT27)',N,14.4,6.688,0.075,0.42100000000000004,0.2510574725821065,3.17481195172441,2.377751687201016,26.42571363794899,148.9164868332923,249.805947512841,10.43444811930592,3.971872216247805,0.174231655850748,2458940.611640056,20200401.1116401,2066.2146510757307,5.65698740883157,1.50634,586.2223378,3.9053e-08,2.2416e-08,1.2924e-07,5.830700000000001e-06,9.0648e-06,1.3768e-05,1.0358e-05,2.8044e-08,1.8453e-09,5.9285e-05,2.1883e-05,MBA,0.51959
9234,2010670,' 10670 Seminozhenko (1977 PP1)',N,13.3,11.862,0.0559999999999999,3.014,0.1043629266976985,2.749503502040559,2.4625572696020352,5.039800216789288,198.6758840565452,165.3187917351312,113.47348745648952,3.036449734479084,0.2161835569263358,2458475.6058356613,20181223.1058357,1665.2515349382911,4.55921022570374,1.46087,568.5267779,4.1293e-08,1.2122e-08,1.1511e-07,4.4216e-06,4.3688e-05,4.7268e-05,1.8274e-05,1.3387e-08,1.4297e-09,8.419100000000001e-05,1.1013e-05,MBA,0.48854
17644,2022378,' 22378 Gaherty (1994 AY10)',N,15.7,4.77,0.049,0.157,0.2071415997071005,2.253237726191027,1.7864984590674282,3.132464799960721,45.1996841584066,234.91185816080105,146.7322947851452,2.719976993314626,0.2914026875096155,2458496.962108709,20190113.4621087,1235.403842966002,3.3823513838904904,0.772378,300.58634626,3.1184e-08,7.2202e-09,6.9667e-08,4.8458e-06,6.0415e-05,6.157399999999999e-05,1.1492e-05,8.7157e-09,1.4006e-09,3.8938e-05,5.938e-06,MBA,0.52618
107977,2302816,'302816 (2003 BU75)',N,15.0,6.835,0.033,0.049,0.2342588793064464,3.120418642933614,2.389432868673043,24.87577626382653,341.1281159331149,272.2792526025776,314.5908029795762,3.8514044171941855,0.1788071075809235,2459254.456331125,20210208.9563311,2013.342785252948,5.512232129371519,1.52834,594.7840778,7.9268e-08,6.3029e-08,2.5902e-07,8.5395e-06,2.1129e-05,3.8957e-05,5.0498e-05,7.7794e-08,5.4176e-09,0.00028763,6.1001e-05,MBA,0.57872
10984,2013074,' 13074 (1991 RK15)',N,14.1,3.626,0.37,0.12,0.1556236222827434,2.3116463699783587,1.951899588445572,5.182902155471366,3.604109237385404,335.1728090790438,71.92655118040359,2.671393151511146,0.2804283893591906,2458744.0118771503,20190917.5118772,1283.750196699554,3.51471648651486,0.944675,367.63916975,3.8089e-08,5.9813e-09,8.900600000000002e-08,3.8742e-06,3.4342e-05,3.5782e-05,9.1252e-06,6.9121e-09,1.0884e-09,3.2497e-05,4.9825e-06,MBA,0.45758
100694,2250908,'250908 (2005 WK2)',N,15.2,5.297999999999999,0.052,0.46399999999999997,0.2321679686485032,3.1640178539321835,2.4294342560171507,26.12758285711601,309.21146560518866,82.0490838942912,218.3213461245246,3.898601451847214,0.175124006982194,2459809.519027813,20220818.019027803,2055.686174635117,5.62816201132133,1.5842200000000002,616.5308974,7.4979e-08,3.9539e-08,2.3683000000000006e-07,1.0804e-05,1.5771e-05,4.6472e-05,3.2334e-05,4.8719e-08,3.2826e-09,0.00018817,3.8533e-05,MBA,0.53047
90734,2228961,'228961 (2003 UM125)',N,15.0,3.823,0.11,0.321,0.1263287714446918,3.093558246658919,2.702752833965904,12.38962585346698,67.32205553209911,359.3780933977318,345.30490191993965,3.484363659351935,0.1811409444013559,2459081.625215112,20200820.1252151,1987.402689048282,5.44121201655929,1.7166400000000002,668.0647888,4.6044e-08,2.5351e-08,1.4825e-07,5.1065e-06,2.6838000000000003e-05,3.943e-05,2.798e-05,2.8553e-08,2.2266e-09,0.00015487,2.4429e-05,MBA,0.61454
99592,2248865,'248865 (2006 UL53)',N,16.0,4.84,0.036,0.307,0.0851391513042751,2.9937355844000666,2.738851477514838,4.4687054773985615,316.6693087741848,349.4622851725051,304.6708790147653,3.2486196912852985,0.1902759568644676,2459291.28356455,20210317.7835645,1891.988908805886,5.179983323219401,1.72405,670.9485384999999,9.398200000000001e-08,4.4168e-08,2.8995e-07,1.0721e-05,0.00014404,0.00016134,7.4033e-05,4.7928e-08,4.2108e-09,0.00038992,4.187e-05,MBA,0.5813
67929,2129298,'129298 (2005 SW131)',N,15.1,4.3,0.087,0.305,0.1875639373884498,3.14850254698135,2.557957012391965,1.1711354841036092,356.5516783195606,338.0522966644237,256.19889144783144,3.739048081570735,0.1764200742226373,2459588.8747017425,20220109.3747017,2040.584109185272,5.58681480954215,1.54813,602.4857521,5.3568e-08,3.2604e-08,1.7869e-07,6.4849e-06,0.00028752,0.00028809,1.8009e-05,3.872e-08,2.7404e-09,0.00010536,3.1697e-05,MBA,0.58791
106969,2294438,'294438 (2007 VV269)',N,16.8,2.9530000000000003,0.051,0.753,0.0671109426307208,2.423061569726788,2.260447623730149,15.26703381723402,56.59740390775119,90.9375634482424,33.50392644800548,2.585675515723426,0.2613108240005071,2458872.285156332,20200123.785156302,1377.669682750307,3.77185402532596,1.32866,517.0746121999999,5.5925e-08,1.9514e-08,1.4161e-07,5.367100000000001e-06,2.1337e-05,4.6732e-05,4.0636e-05,2.0824e-08,3.1567e-09,0.0001554,1.6643e-05,MBA,0.56216
1019,2001030,'  1030 Vitja (1924 RQ)',N,10.3,59.717,0.031,0.226,0.1230934024342718,3.118302904643913,2.734460390290621,14.77873506471672,187.8236340657693,5.723643440805309,182.7146379717034,3.502145418997205,0.1789891167785786,2459990.981238296,20230215.481238294,2011.2954713628976,5.50662688942614,1.73477,675.1204409,3.3914e-08,1.3184e-08,1.0561e-07,3.9860000000000005e-06,1.2566e-05,1.8344000000000003e-05,1.4128e-05,1.4806e-08,1.1351e-09,8.1034e-05,1.2755e-05,MBA,0.45658
107948,2302312,'302312 (2002 AX5)',N,16.6,1.39,0.332,0.205,0.1212701305948732,1.905644934632386,1.674547124542058,27.500670661100887,129.6163663079865,293.6194016687496,59.79691464853372,2.136742744722714,0.3746632505220814,2458840.8982387776,20191223.3982388,960.8628535047176,2.6306991197938903,0.777014,302.39053838,5.2175e-08,1.2133e-08,1.0592000000000001e-07,6.1905e-06,1.0214e-05,2.8538e-05,2.3355e-05,1.3605e-08,3.5783e-09,6.2538e-05,9.1769e-06,IMB,0.5032399999999999
45644,2071715,' 71715 (2000 GE108)',N,13.8,11.062000000000001,0.038,0.075,0.1486818089466367,3.1759123500655435,2.703711956801835,17.51287058167984,42.81083347648399,100.9513924328151,251.4586595454948,3.648112743329254,0.1741411113414679,2459623.7953242245,20220213.2953242,2067.288977466597,5.659928754186441,1.78109,693.1467953,4.897e-08,2.5994e-08,1.5276e-07,6.3943e-06,1.5997999999999998e-05,2.6396e-05,2.2128e-05,2.9859e-08,2.1379e-09,0.00013108,2.538e-05,MBA,0.58859
89018,2221328,'221328 (2005 VV117)',N,16.0,2.083,0.195,0.313,0.1350542193826549,2.598477943796906,2.2475425335143684,14.77974948266891,151.18822911192268,221.5526168291431,201.0730460546345,2.9494133540794434,0.2353019474898814,2459675.917078528,20220406.4170785,1529.949088141232,4.18877231523951,1.26459,492.1404903,5.0399e-08,2.6323e-08,1.3861e-07,6.0189e-06,1.7675e-05,2.7196e-05,2.0741e-05,2.9878e-08,3.5755e-09,8.9979e-05,2.3248e-05,MBA,0.6258
32006,2045566,' 45566 (2000 CK58)',N,12.9,18.211,0.036,0.11199999999999999,0.1444534557222276,3.1658421275754822,2.708525291976195,25.38589599352726,153.0823240842233,336.2476852557998,257.681577519296,3.62315896317477,0.1749726595350711,2459585.2680589217,20220105.7680589,2057.464297316933,5.63303024590536,1.73479,675.1282242999999,5.0979e-08,2.6044e-08,1.6356e-07,6.2561e-06,1.0608e-05,2.3068000000000003e-05,2.4466e-05,2.9806e-08,2.1590999999999997e-09,0.00014381,2.5389e-05,MBA,0.5091600000000001
104123,2274551,'274551 (2008 ST256)',N,15.9,5.229,0.0409999999999999,2.373,0.0387251436403289,3.241539905165036,3.116010806721661,8.582663514204212,206.24283357960368,131.69117770116372,51.62805275336597,3.3670690036084103,0.1688795314349089,2458694.7906442555,20190730.2906443,2131.697056127578,5.83626846304607,2.11646,823.6627382,6.4085e-08,4.566e-08,2.1283e-07,6.1299e-06,3.885e-05,7.5981e-05,6.4263e-05,4.7428e-08,3.5681999999999997e-09,0.00037998,4.504e-05,OMB,0.55788
75150,2156351,'156351 (2001 XW182)',N,15.5,2.792,0.157,0.441,0.0393012181570096,2.675961463118944,2.570792917877156,22.73505527976756,108.59669758905,317.9467396832382,112.8008466947176,2.781130008360732,0.2251563976811732,2458499.511141338,20190116.0111413,1598.88861123888,4.377518442816919,1.60589,624.9642113,8.3882e-08,2.2487e-08,2.3024e-07,7.0107000000000005e-06,2.0153e-05,8.7745e-05,8.6849e-05,2.337e-08,2.838e-09,0.000384,2.0154e-05,MBA,0.60133
28149,2038606,' 38606 (1999 YC13)',N,11.8,23.778000000000002,0.072,0.68,0.0611711801533532,5.145997877384395,4.83121111415814,18.254107835857575,80.29916824842142,18.71684039005362,272.6197760221881,5.460784640610648,0.0844305599955821,2460035.4359755805,20230331.9359756,4263.858963138904,11.6738096184501,3.85236,1499.2229412000002,7.2953e-08,1.3536e-07,4.0548e-07,7.3387e-06,2.0164e-05,6.859100000000001e-05,7.0719e-05,1.4364e-07,3.3313000000000003e-09,0.0008625999999999,0.00016824,TJN,0.6075699999999999
115644,2383307,'383307 (2006 HN11)',N,16.7,2.522,0.053,0.479,0.028197074349211,2.722772009366882,2.645997804582813,6.367942525214453,126.0605509936941,340.7755284506709,155.0297726567305,2.799546214150951,0.219375012175433,2458293.8116168543,20180624.311616898,1641.025549947822,4.492883093628531,1.66346,647.3687282000001,4.8267e-08,3.8067e-08,1.4215e-07,5.28e-06,6.311e-05,0.00014026,0.00012481,3.914e-08,4.6006e-09,0.00056994,3.4415e-05,MBA,0.62042
6929,2007742,'  7742 Altamira (1985 US)',N,13.7,6.477,0.184,0.174,0.0795111443341679,2.7233454560974657,2.5068091424659,4.147690884595776,124.8652207564114,293.5101290993118,228.60527382120708,2.939881769729033,0.2193057261100185,2459599.6395140905,20220120.139514104,1641.544005191181,4.4943025467246605,1.52269,592.5852672999999,3.9417e-08,1.3119e-08,1.0752000000000001e-07,3.7056e-06,6.5165e-05,7.0719e-05,2.9832e-05,1.4162e-08,1.5845999999999999e-09,0.00013773,1.1861e-05,MBA,0.4992899999999999
56059,2096585,' 96585 (1998 WY2)',N,15.2,5.314,0.063,0.23199999999999998,0.1276985206193514,2.987096194743533,2.60564842972709,3.5830253362297784,64.3609507992136,97.82668556124148,328.2197222647913,3.3685439597599767,0.1909106960230782,2459166.9667218607,20201113.4667219,1885.698431252283,5.16276093429783,1.61681,629.2139477000001,5.4883e-08,2.5669e-08,1.5584000000000002e-07,6.0235e-06,8.922200000000001e-05,9.2768e-05,2.7624e-05,2.8947e-08,2.4609e-09,0.00014597,2.4307e-05,MBA,0.5038
102522,2264148,'264148 (2009 UD137)',N,15.0,4.988,0.078,1.063,0.0421530600345089,3.1454897810703586,3.012897761490966,17.05897332795827,104.8917243720432,138.5217695894927,112.6069432006185,3.2780818006497534,0.1766735989550163,2458363.1272184034,20180901.6272184,2037.655892727138,5.57879778980736,2.01325,783.4965025,5.2213000000000006e-08,4.567000000000001e-08,1.6738e-07,6.4487e-06,1.9057e-05,7.828e-05,7.475e-05,4.7595000000000004e-08,3.8477e-09,0.00042624,4.4378e-05,MBA,0.54613
81450,2183396,'183396 (2002 XZ76)',N,15.3,5.026,0.064,0.251,0.101522442509804,3.061463162702418,2.7506559447710788,11.032677303838051,58.997823937113935,342.4631881956823,122.2089107532456,3.3722703806337564,0.1839969045275948,2458336.3099633963,20180805.8099634,1956.554654679038,5.35675470137998,1.7619900000000002,685.7136482999999,6.33e-08,3.1307000000000004e-08,1.9607e-07,7.1779e-06,3.4652e-05,5.2908e-05,3.73e-05,3.4486e-08,2.8224e-09,0.00020125,3.0012e-05,MBA,0.61621
112878,2355269,'355269 (2007 PH47)',N,13.6,12.763,0.039,1.0959999999999999,0.0499004255861882,5.27094080939055,5.0079186197623535,22.58360197895875,170.22845604264418,148.5309123668365,47.50781733467805,5.533962999018746,0.0814463947651312,2458417.1983391754,20181025.6983392,4420.085149725042,12.1015336063656,4.01325,1561.8365025,8.683400000000002e-08,2.1128e-07,4.9838e-07,9.3116e-06,1.3935999999999998e-05,7.9509e-05,7.2784e-05,2.2183000000000002e-07,4.8971e-09,0.00091204,0.00026577,TJN,0.5257
14920,2018389,' 18389 (1992 JU2)',N,14.8,3.613,0.196,0.368,0.2296332639905473,2.1858712921371217,1.683922532660439,5.198736241077143,211.4848049519871,125.9114286797163,165.6727835986943,2.687820051613804,0.3049770746623745,2458457.2697136514,20181204.7697137,1180.4165949146789,3.23180450353095,0.6816979999999999,265.29641066,3.2347e-08,5.231600000000001e-09,7.0954e-08,3.1871e-06,3.9712e-05,4.0281e-05,7.0525e-06,6.433e-09,1.0949e-09,2.2314e-05,4.2378e-06,MBA,0.5454899999999999
118604,2414752,'414752 (2010 GN1)',N,15.6,5.367999999999999,0.046,0.257,0.0618184612767238,3.2429579373002886,3.042483267631247,11.68733462996622,286.82278790110746,199.7825388589908,265.1202840895427,3.443432606969331,0.1687687758716565,2459562.687616877,20211214.187616896,2133.095995634697,5.840098550676791,2.06092,802.0482364,7.3857e-08,8.0907e-08,2.2618000000000006e-07,6.5736e-06,3.4077e-05,6.3817e-05,5.5522e-05,8.590899999999999e-08,6.3158e-09,0.00033578,7.982699999999999e-05,OMB,0.56521
102492,2263990,'263990 (2009 LX4)',N,15.8,3.6460000000000004,0.064,0.8009999999999999,0.0985668782490557,3.162893403223211,2.851136874232967,9.78396149558928,169.08239422786718,203.4361592434477,221.2216029315663,3.474649932213454,0.1752174036554784,2459792.5354609364,20220801.035460897,2054.5904258908604,5.62516201475937,1.85342,721.2954614,8.2258e-08,4.924e-08,2.6731e-07,9.5982e-06,4.0497e-05,5.5185e-05,4.2677e-05,5.4093e-08,4.0917e-09,0.00025354,4.7979e-05,MBA,0.6618
40559,2061460,' 61460 (2000 QX30)',N,16.1,1.4140000000000001,0.4639999999999999,0.228,0.1384040755660322,2.3254053356587345,2.003559759860569,6.738133170156133,127.0140624038775,151.39818653180583,246.76154819196807,2.6472509114569,0.2779432151424325,2459407.9157800544,20210712.4157801,1295.2285948607068,3.54614262795539,0.990062,385.30242854,3.704e-08,1.0213e-08,8.7045e-08,4.5916e-06,4.1569e-05,4.6202e-05,2.1789e-05,1.1627e-08,1.8311e-09,7.9649e-05,8.5331e-06,MBA,0.58621
47640,2076359,' 76359 (2000 EN169)',N,14.3,7.664,0.069,0.28800000000000003,0.1975394212632725,3.16878446848163,2.542824618469723,15.80049140645476,79.95036951244695,135.0950631071999,176.49228348973807,3.7947443184935374,0.1747290126301916,2457990.408539898,20170824.9085399,2060.333281696775,5.640885097047981,1.56033,607.2336261,4.7789e-08,2.823e-08,1.4689000000000001e-07,5.204500000000001e-06,1.9354e-05,2.3557e-05,1.4441e-05,3.3807e-08,2.3350000000000003e-09,7.7706e-05,2.7533e-05,MBA,0.55886
28298,2038910,' 38910 (2000 SA178)',N,14.1,5.487,0.1939999999999999,0.245,0.0744506360500346,3.0279255843803234,2.8024945987110352,10.06696363794311,235.7232221294251,192.2846333389475,236.4426803051334,3.2533565700496103,0.1870623033257933,2459661.014264489,20220322.514264494,1924.492501158895,5.26897330912771,1.81693,707.0946481000001,4.3647e-08,2.4232e-08,1.2997e-07,4.8663e-06,2.7402e-05,4.3291e-05,3.4414e-05,2.6036e-08,2.2455999999999998e-09,0.0001863,2.3102e-05,MBA,0.5202100000000001
26468,2035898,' 35898 (1999 JC86)',N,15.8,1.956,0.153,0.193,0.0532893656638699,2.206321933347791,2.088748437069404,6.49569152909775,89.89151188496108,28.59668725037918,243.90580565180568,2.323895429626178,0.3007466166595838,2459386.519951405,20210621.0199514,1197.020947396011,3.27726474304178,1.10753,431.0174501,4.9944e-08,1.0679000000000001e-08,1.102e-07,4.6391e-06,5.0059e-05,7.1326e-05,4.9732e-05,1.1248000000000001e-08,2.1834999999999997e-09,0.00016567,8.6908e-06,MBA,0.6077600000000001
68943,2132447,'132447 (2002 HH1)',N,15.5,2.421,0.251,0.309,0.0667964902656135,2.658628000054516,2.481040980728987,13.901958085216751,212.860040654024,288.23528177635035,135.94005334409331,2.836215019380045,0.2273619117941443,2458402.598388989,20181011.098389,1583.3786633794118,4.3350545198615,1.52814,594.7062437999999,3.921000000000001e-08,2.1762e-08,1.0696e-07,7.114e-06,1.7794e-05,5.6814e-05,5.2974e-05,2.3216e-08,2.7915999999999997e-09,0.00023321,1.9441e-05,MBA,0.54896
88959,2220450,'220450 (2003 YW111)',N,15.0,3.668,0.173,0.457,0.0339045624768941,3.09767860513921,2.9926531673379286,8.11905158536337,315.7006504391644,156.1534595984407,336.5956352402573,3.20270404294049,0.1807796493125082,2459129.963492427,20201007.4634924,1991.374589833832,5.45208648825142,2.01074,782.5196857999999,5.3537e-08,3.5485e-08,1.7859e-07,6.070900000000001e-06,4.0165e-05,0.00010435,9.5491e-05,3.6688e-08,3.1063e-09,0.00052829,3.4218000000000003e-05,MBA,0.54428
71852,2141335,'141335 (2001 YP156)',N,14.8,6.312,0.064,0.47100000000000003,0.0996860266647526,3.0625670124387288,2.75727187557417,15.80965909241668,57.02341474294926,348.85980776607414,205.4332423688561,3.367862149303288,0.1838974357006932,2459841.0052362047,20220918.5052362,1957.6129413023832,5.35965213224472,1.76917,688.5078888999999,7.8446e-08,3.2768e-08,2.5356e-07,7.6391e-06,2.8979e-05,5.0722e-05,4.3215e-05,3.6034000000000004e-08,2.9514e-09,0.00024251,3.1418e-05,MBA,0.63685
49124,2079253,' 79253 (1994 UQ7)',N,16.0,3.372,0.051,0.643,0.0404309198005503,2.537962825402301,2.4353506539516814,5.773832810881742,5.427411312523048,213.2426649647471,291.6436953499646,2.64057499685292,0.2437677165251346,2459280.9157401333,20210307.4157401,1476.8157372589608,4.04330112870352,1.43051,556.7115767000001,5.3755e-08,1.4718e-08,1.3630999999999998e-07,5.9604e-06,4.9412e-05,0.00011412,0.00010646,1.5313e-08,2.1205e-09,0.00043659,1.2847e-05,MBA,0.57584
101012,2251830,'251830 (1999 TY198)',N,15.4,4.887,0.0559999999999999,0.5770000000000001,0.1472188556232417,3.1131527871013764,2.654837996404006,21.900928083494783,234.4339292833792,155.5517500158826,279.8606648760274,3.5714675777987464,0.1794334554554923,2459447.1242648032,20210820.624264803,2006.314815072468,5.49299059568095,1.6750900000000002,651.8947753,1.0919e-07,6.0614e-08,3.6598e-07,1.0549e-05,1.6778e-05,3.2506e-05,3.5641999999999995e-05,6.9538e-08,5.240399999999999e-09,0.00020951,5.8595e-05,MBA,0.5393399999999999
95902,2242693,'242693 (2005 TT15)',N,15.6,4.029,0.057,0.263,0.1525504606344356,3.094782351622714,2.6226718783193466,14.92280093672811,311.9581670664765,61.603548180069815,255.98448913486752,3.5668928249260814,0.1810334827564025,2459575.065043336,20211226.5650433,1988.582413146267,5.444441925109559,1.6586900000000002,645.5123873,6.0152e-08,4.0301e-08,1.9482e-07,9.597e-06,2.3012e-05,3.6763e-05,3.1423e-05,4.6448e-08,3.5362e-09,0.00017966,3.8843e-05,MBA,0.5512699999999999
101895,2257752,'257752 (2000 BZ12)',N,16.0,3.0039999999999996,0.071,0.578,0.1960039837144464,2.685051290515589,2.1587705410969185,28.07866944470091,136.6532052581144,59.47069776974802,183.7504504742236,3.2113320399342595,0.2240140174513147,2459787.2791111064,20220726.779111102,1607.0422917987232,4.39984200355571,1.26293,491.4944681,7.5256e-08,2.1663e-08,2.0067e-07,9.6097e-06,1.6479e-05,2.7467e-05,2.0923000000000003e-05,2.5909e-08,2.7110000000000003e-09,9.6046e-05,1.9448e-05,MBA,0.5098
30496,2042794,' 42794 (1999 BL18)',N,13.9,4.541,0.259,0.18899999999999997,0.1277616431934387,2.459987917548889,2.1456958189668383,10.18127399343039,359.73342040291084,208.5959643419536,107.0969971364933,2.774280016130941,0.2554492387766829,2458581.250376672,20190407.7503767,1409.281944718249,3.85840368163792,1.14796,446.7515932,5.334500000000001e-08,1.2926e-08,1.2613e-07,5.1553e-06,1.8944e-05,2.5607e-05,1.4463e-05,1.4577e-08,2.0134e-09,5.7655e-05,1.1107e-05,MBA,0.48501
19908,2025998,' 25998 (2001 FW91)',N,14.0,3.992,0.335,0.878,0.1734446285313325,2.6530255546744845,2.192872522859836,13.3059885901394,13.42715173617173,343.7070490517787,323.61189633339086,3.1131785864891333,0.2280824786888796,2459160.0392328063,20201106.5392328,1578.37639291471,4.32135904973227,1.19299,464.2759183,6.0574e-08,1.4068e-08,1.6144000000000002e-07,6.8987e-06,1.9172e-05,2.4407e-05,1.6816e-05,1.6508e-08,1.8141e-09,7.4347e-05,1.2554e-05,MBA,0.51656
5694,2006228,'  6228 Yonezawa (1982 BA)',N,12.9,6.739,0.3229999999999999,0.146,0.1118643973463485,2.686080913422277,2.3856040908187643,14.40845610631624,142.19687357144198,342.8825842872656,249.837779455325,2.9865577360257887,0.2238852269196387,2459492.547742767,20211005.047742803,1607.96674686007,4.40237302357309,1.40354,546.2156618,3.8694e-08,1.2431e-08,1.0386e-07,4.4051e-06,1.4212e-05,2.2222e-05,1.9271e-05,1.3822e-08,1.5542e-09,8.756399999999999e-05,1.1162e-05,MBA,0.4463399999999999
104205,2274945,'274945 (2009 SJ261)',N,17.1,2.207,0.052,0.32899999999999996,0.1919199483172868,2.7055379468704777,2.186291243936637,6.649203616955782,176.8775421321561,208.77873407792617,137.7636886027633,3.2247846498043184,0.2214744488273946,2458378.47028356,20180916.9702836,1625.469673391376,4.450293424753941,1.19262,464.1319254,6.1241e-08,1.6027e-08,1.6274000000000001e-07,6.6451e-06,4.7786000000000006e-05,4.993100000000001e-05,1.3292e-05,1.9102e-08,1.9679e-09,5.9329e-05,1.4443e-05,MBA,0.5686399999999999
109671,2321646,'321646 (2010 AA67)',N,15.5,3.3510000000000004,0.131,0.731,0.0658540537317261,3.1037294518749814,2.8993362857824647,9.699407001391824,320.84452066046964,183.5458456998145,324.553998161588,3.308122617967496,0.1802512511425565,2459197.147743712,20201213.6477437,1997.212211943452,5.46806902653923,1.91176,743.9996392,6.7156e-08,4.5545e-08,2.2114e-07,7.2799e-06,3.5918000000000004e-05,6.0932e-05,5.097e-05,4.8544e-08,3.9676e-09,0.00028459,4.3961e-05,MBA,0.5754100000000001
53558,2090291,' 90291 (2003 EL21)',N,15.4,1.8940000000000001,0.409,0.254,0.1345363159315928,2.3495009117925094,2.033407714842027,6.2870641253324,184.9024784720924,64.4876399191361,219.4438545593747,2.6655941087429915,0.2736784786888825,2459514.0812874795,20211026.5812875,1315.412164393269,3.6014022296872503,1.0294,400.611598,3.8981e-08,1.2079e-08,9.227600000000001e-08,5.0051e-06,3.1893e-05,3.6574e-05,2.0967e-05,1.3704e-08,2.1104e-09,7.8775e-05,1.0144e-05,MBA,0.4942
40122,2060460,' 60460 (2000 DJ2)',N,15.1,4.675,0.0969999999999999,0.177,0.0933017966686809,2.7585197935915957,2.50114494070338,5.672825047148569,123.2363372521565,172.5406648023786,57.94530522649885,3.01589464647981,0.2151245213617636,2458731.1429557186,20190904.6429557,1673.449394430526,4.58165474176735,1.48534,578.0497677999999,4.0868e-08,1.8855e-08,1.1422e-07,4.6965e-06,6.0732e-05,6.9488e-05,3.4239e-05,2.0614e-08,2.2056e-09,0.00015853,1.7157000000000002e-05,MBA,0.5763199999999999
81187,2181689,'181689 (3093 T-2)',N,15.3,3.46,0.148,0.705,0.1063148918845929,3.023890557565676,2.70240595986724,10.80578962732101,9.21127661753559,309.04218721009653,350.2502094949154,3.3453751552641133,0.1874368472145566,2459052.5164025906,20200722.0164026,1920.646902409282,5.25844463356408,1.706,663.92402,7.4089e-08,3.8459e-08,2.4707e-07,8.242400000000001e-06,2.2184e-05,4.6837e-05,3.6259e-05,4.254800000000001e-08,3.5759e-09,0.00019316,3.6642e-05,MBA,0.5193
119704,2426333,'426333 (2012 VG39)',N,15.7,3.909,0.046,1.123,0.0923108081498496,2.9879023251904973,2.7120866468793468,15.62212897563313,35.910335496026896,350.66090119886945,188.6210873337907,3.2637180035016464,0.1908334402126018,2459898.554934582,20221115.0549346,1886.4618255528744,5.1648509939846,1.7184099999999998,668.7536197000001,1.0729000000000003e-07,6.122399999999999e-08,3.0906e-07,8.5411e-06,2.1602e-05,4.1093e-05,3.3299e-05,6.6876e-08,5.865399999999999e-09,0.00018251,5.7982e-05,MBA,0.5444399999999999
